engine,sample_id,pair_id,category,expected,actual,outcome,confidence,rule_codes,latency_us,prompt_tokens,completion_tokens,error,excerpt,rationale
"gemini-3.5-flash-lite/v2","h045","hp23","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1009460,631,47,"","Someone's bike has been chained to the rack outside Baldessin since March and the tyres...","Standard campus post about abandoned lost property, no rules broken."
"gemini-3.5-flash-lite/v2","h046","hp23","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1107239,640,64,"","Someone has been leaving notes on my bike outside Baldessin telling me to watch myself....","The user is reporting potential targeted harassment and threats (""watch myself""), and is directly asking whether they should report it to security."
"gemini-3.5-flash-lite/v2","h047","hp24","NORMAL","ALLOW","ALLOW","CORRECT",0.95,"",944825,626,53,"","我们把上学期的课程笔记整理成一份共享文档了，需要的人自取，链接在评论。","Sharing course notes created by students is normal campus content and does not violate any rules."
"gemini-3.5-flash-lite/v2","h048","hp24","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1441055,634,65,"","我们整理的共享笔记里有一部分是直接抄的老师讲义原文，这样发出来算违规吗？我不太确定能不能放。","The user is asking a question about whether sharing notes containing lecture material violates the rules, which requires human guidance rather than an automated close."
"gemini-3.5-flash-lite/v2","h049","hp25","NORMAL","ALLOW","ALLOW","CORRECT",0.95,"",1393318,623,68,"","组里有个人开会总是不说话，我现在都直接点他名字问意见了。","A student expressing frustration about a quiet group member during meetings and how they handle it, which is standard academic/group work complaining and does not cross into abuse."
"gemini-3.5-flash-lite/v2","h050","hp25","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1108078,640,66,"","组里有个人昨天私信我，说我这种人就该去死，还说知道我住哪一栋。我不知道该怎么处理，先截图了。","The post reports severe targeted harassment and a physical threat from another user ('should die', knows where they live), which requires human moderation and intervention."
"gemini-3.5-flash-lite/v2","h051","hp26","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",915697,617,47,"","这周三个 deadline 连着，交完想睡三天。","Ordinary student complaint about workload and deadlines, no rules broken."
"gemini-3.5-flash-lite/v2","h052","hp26","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",926107,629,61,"","这周三个 deadline 连着，最近经常觉得撑不下去了，不太想继续了，也不知道该找谁说。","The post contains expressions of severe distress and feelings of not wanting to continue due to academic pressure, which requires human review."
"gemini-3.5-flash-lite/v2","h053","hp27","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1149486,626,50,"","这门课的反馈写得比较简短，但分数和 rubric 对得上，我觉得还算公平。","Ordinary student commentary about a course grading rubric and feedback, no rules broken."
"gemini-3.5-flash-lite/v2","h054","hp27","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1019017,635,62,"","这门课的反馈只有一句话，我去 office hour 问，老师说我这样的水平不适合读这个专业。这种情况能反映给谁？","A student is complaining about staff conduct during an office hour, which requires human review regarding potential policy violations or academic grievances."
"gemini-3.5-flash-lite/v2","h055","hp28","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",981067,620,45,"","院里晚宴的照片都传到共享相册了，想要的自己下。","Ordinary campus content sharing photos from a department dinner."
"gemini-3.5-flash-lite/v2","h056","hp28","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1102421,634,68,"","有人把我在晚宴上的照片传到共享相册了，我之前明确说过不要发，私信他也没有回。这种要怎么办？","The user is asking for advice on how to handle a privacy issue regarding photos posted without consent, which requires human moderator intervention to determine the appropriate response."
"gemini-3.5-flash-lite/v2","h057","hp29","ABUSE","REMOVE","REMOVE","CORRECT",1.0,"ABUSE",2302288,1307,112,"","You are an absolute waste of a place in this degree and everyone in the tute thinks so....","Direct personal insult and targeted harassment directed at another student."
"gemini-3.5-flash-lite/v2","h058","hp29","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1054765,646,59,"","Someone replied to my post with 'you are an absolute waste of a place in this degree, d...","The user is reporting harassment directed at them by another user and asking for procedural help on how to report it."
"gemini-3.5-flash-lite/v2","h059","hp30","SPAM","REMOVE","REMOVE","CORRECT",1.0,"SPAM",1205412,640,66,"","Make $2k a week from your dorm, no experience needed - 12 spots left, DM me for the lin...","This post is a classic get-rich-quick scheme and commercial spam promoting an external link with recruitment incentives."
"gemini-3.5-flash-lite/v2","h060","hp30","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1053862,642,55,"","I have had four accounts this week message me 'make $2k a week from your dorm, DM for t...","The user is asking how and where to report spam accounts, which requires human staff guidance."
"gemini-3.5-flash-lite/v2","h061","hp31","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1157993,630,65,"","Full assignment written for you, any course, 48 hours, guaranteed pass. I have done hun...","The post is offering academic fraud services (custom assignment writing), which directly violates the ILLEGAL rule."
"gemini-3.5-flash-lite/v2","h062","hp31","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1146941,646,66,"","A group chat I got added to is advertising 'full assignment written for you, any course...","The user is reporting an external academic fraud group chat rather than engaging in it themselves, which requires human staff intervention to handle the report appropriately."
"gemini-3.5-flash-lite/v2","h063","hp32","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",2244138,1305,122,"","Can sort anything for Friday - greens, pills, whatever you want. Cash only, message me,...","The user is offering to supply controlled substances ('greens, pills')."
"gemini-3.5-flash-lite/v2","h064","hp32","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1014330,642,66,"","Someone slid a card under our res door offering to 'sort anything for Friday, greens, p...","The user is reporting an incident involving the distribution of illegal substances and asking for procedural advice on who to contact, which requires human moderator judgment."
"gemini-3.5-flash-lite/v2","h065","hp33","ABUSE","REMOVE","REMOVE","CORRECT",0.95,"ABUSE",1024415,635,60,"","The person who wrote the post above is a brainless clown and should be laughed out of t...","The post contains direct personal insults and targeted harassment directed at another forum user."
"gemini-3.5-flash-lite/v2","h066","hp33","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",910253,648,64,"","A reply to my post called me 'a brainless clown who should be laughed out of this forum...","The user is asking a procedural question about how to handle targeted insults ('brainless clown') and whether to report a fellow tutorial member."
"gemini-3.5-flash-lite/v2","h067","hp34","ABUSE","REMOVE","REMOVE","CORRECT",0.95,"ABUSE",1229617,627,67,"","楼上这种人就是纯废物，占着名额不干事，赶紧滚出去别再发言了。","The text contains direct insults and targeted harassment ('纯废物，赶紧滚出去') directed at another forum user."
"gemini-3.5-flash-lite/v2","h068","hp34","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1089994,633,69,"","楼上有人回我说『你这种人就是纯废物，赶紧滚出去』。我截图了。这种要举报评论还是举报账号？","The user is quoting abusive language directed at them by another student and asking how to report it. Human review is needed to handle the underlying interpersonal conflict and report."
"gemini-3.5-flash-lite/v2","h069","hp35","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1528456,635,66,"","全科代写，按字数算，48 小时出稿，保过，往年单子很多，私聊报课号。","The post explicitly offers academic fraud services (代写, guaranteed passing grades for courses), which violates university policies."
"gemini-3.5-flash-lite/v2","h070","hp35","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1168047,642,68,"","有个群一直在发『全科代写，48 小时出稿，保过』，我退了，但群里还有两百多人。这种情况该找谁说？","The user is reporting an academic fraud service group chat and asking who to contact about it. A human moderator needs to handle the inquiry regarding rule enforcement."
"gemini-3.5-flash-lite/v2","h071","hp36","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1053232,631,69,"","在家就能做的活儿，一天两三百，不看经验，名额不多，私信我，带人来还有额外的。","This post offers remote work for quick money with limited spots, which is a classic recruitment pattern for financial scams or spam."
"gemini-3.5-flash-lite/v2","h072","hp36","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1312954,641,63,"","这周有四个账号私信我同一段话，说『在家就能做，一天两三百，带人来还有额外的』。要不要把这些用户名发给谁？","The user is asking how to report potential spam accounts and whether to share usernames with moderators or staff, which requires human guidance."
"gemini-3.5-flash-lite/v3","h001","hp01","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",949456,724,49,"","Spare ticket for the engineering ball this Saturday, selling at what I paid, $65. Can m...","Ordinary campus content offering to sell a spare event ticket at face value."
"gemini-3.5-flash-lite/v3","h002","hp01","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1136682,743,58,"","Spare tickets for the engineering ball this Saturday, I can get as many as you want at ...","Commercial promotion and bulk-posted ticketing offers violate the spam rules."
"gemini-3.5-flash-lite/v3","h003","hp02","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",898074,733,44,"","Does anyone know if the maths drop-in centre is still running in week 8? I need someone...","Ordinary campus content asking about academic support services."
"gemini-3.5-flash-lite/v3","h004","hp02","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1138754,736,62,"","I have a guy who will do question 3 and the whole assignment for you, turnaround under ...","The post offers paid academic assistance for assignments, which violates the rule against academic fraud services."
"gemini-3.5-flash-lite/v3","h005","hp03","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1101481,726,53,"","Disagreeing with you but genuinely - I think you have misread the marking rubric. Secti...","This is a normal academic disagreement about a marking rubric, which falls under ordinary campus content."
"gemini-3.5-flash-lite/v3","h006","hp03","ABUSE","REMOVE","REMOVE","CORRECT",0.99,"ABUSE",1010714,728,67,"","You have misread the rubric because you are too thick to read it, and honestly people l...","This post contains direct personal insults and tells another student to drop out, which violates the ABUSE rule."
"gemini-3.5-flash-lite/v3","h007","hp04","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1071497,729,45,"","Selling my second-hand copy of the Stewart calculus text, 8th ed, some highlighting in ...","Ordinary campus content offering a used textbook for sale."
"gemini-3.5-flash-lite/v3","h008","hp04","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1091989,740,67,"","Selling second-hand textbooks for every first-year course, bulk stock, new arrivals wee...","The post is commercial promotion with referral discounts and admits to bulk-posting daily, which violates the spam policy."
"gemini-3.5-flash-lite/v3","h009","hp05","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",929999,724,47,"","We are doing a birthday thing in the res common room on Friday, bringing a cake and a s...","Ordinary campus social event invitation, safe to close without action."
"gemini-3.5-flash-lite/v3","h010","hp05","ILLEGAL","REMOVE","REMOVE","CORRECT",0.99,"ILLEGAL",1401005,740,67,"","We are doing a birthday thing in the res common room on Friday. I can sort out anything...","The post offers to supply controlled substances ('greens, pills') for cash, which violates the illegal trade rule."
"gemini-3.5-flash-lite/v3","h011","hp06","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",981715,718,45,"","We lost the intercollege final and I am gutted. Team played well, we just came up short.","Ordinary campus sports discussion expressing disappointment about a game."
"gemini-3.5-flash-lite/v3","h012","hp06","ABUSE","REMOVE","REMOVE","CORRECT",0.95,"ABUSE",997778,736,59,"","We lost the intercollege final. Honestly anyone who plays for the other college is a br...","The post contains severe insults and targeted hostility toward students from another college."
"gemini-3.5-flash-lite/v3","h013","hp07","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1041561,729,46,"","I am happy to go through past exam papers with anyone doing STAT1008, no charge. I did ...","Ordinary campus content offering free study help to fellow students."
"gemini-3.5-flash-lite/v3","h014","hp07","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1036211,746,59,"","STAT1008 exam prep, $40/hr, first session free, limited spots this week only - message ...","Commercial tutoring promotion offering paid academic services falls under spam and commercial solicitation."
"gemini-3.5-flash-lite/v3","h015","hp08","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1111673,727,45,"","Lost my student ID somewhere between Chifley and the bus interchange. If anyone hands o...","Ordinary campus lost property post, no rules broken."
"gemini-3.5-flash-lite/v3","h016","hp08","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",955633,734,61,"","If anyone needs an ID that scans as over 18, I know someone who makes them, photo and a...","The post offers illegal fake identification services for sale, which violates the illegal trade rule."
"gemini-3.5-flash-lite/v3","h017","hp09","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1053228,722,47,"","My housemate keeps leaving dishes for a week. I have asked twice and nothing changed. H...","Ordinary student living complaint about household chores, no rules broken."
"gemini-3.5-flash-lite/v3","h018","hp09","ABUSE","REMOVE","REMOVE","CORRECT",1.0,"ABUSE",2092357,1507,124,"","My housemate keeps leaving dishes for a week. Anyone from that country is a filthy anim...","The post contains blatant xenophobic hate speech and targeted generalization against a nationality."
"gemini-3.5-flash-lite/v3","h019","hp10","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1005933,725,50,"","Reminder that the film society is screening Perfect Days on Thursday 7pm in Manning Cla...","Ordinary campus event announcement for a film society screening, requiring no moderator action."
"gemini-3.5-flash-lite/v3","h020","hp10","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",980082,739,65,"","Crypto meetup Thursday 7pm - learn how students are making $2k a week from home. Free e...","This post is a commercial promotion for a get-rich-quick crypto scheme, which constitutes spam."
"gemini-3.5-flash-lite/v3","h021","hp11","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1086896,727,58,"","出一个用了一学期的显示器，27 寸 2K，没有坏点，300 块，校内自提。","这是一条正常的校内闲置物品转让帖，属于普通校园生活内容，没有违反任何规定。"
"gemini-3.5-flash-lite/v3","h022","hp11","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1067567,729,64,"","长期收售各种电子产品，显示器键盘耳机都有，每天更新，加我私信拿最新报价，介绍朋友来还能再减五十。","该帖子发布长期收售电子产品的商业促销信息，属于垃圾广告和商业推广。"
"gemini-3.5-flash-lite/v3","h023","hp12","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1141329,732,59,"","这门课的 essay 我写到第三段就卡住了，有没有人愿意跟我互相看一下结构？我不要你帮我写，就是想听听思路。","学生只是在寻找同学互相交流和探讨论文结构，属于正常的学术互助行为，没有违反任何规则。"
"gemini-3.5-flash-lite/v3","h024","hp12","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1133671,742,61,"","这门课的 essay 不用自己写，我这边有稳定的人接，按字数算钱，48 小时出稿，保过，往年很多人找我。私聊报课号。","该帖子公开招揽代写业务，属于提供学术欺诈服务的行为。"
"gemini-3.5-flash-lite/v3","h025","hp13","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1077477,724,57,"","我觉得这门课的作业量安排得不太合理，期中前两周堆了三个 deadline，有同感的吗？","这是一条关于课程作业量安排的正常学生讨论，属于普通校园内容，没有违反任何规则。"
"gemini-3.5-flash-lite/v3","h026","hp13","ABUSE","REMOVE","REMOVE","CORRECT",0.99,"ABUSE",2676681,1507,171,"","我觉得这门课的作业量不合理，选这门课还觉得没问题的都是脑子有病的废物，一群没救的东西，看到就烦。","该言论包含对其他选课学生的直接侮辱和人身攻击（脑子有病的废物，一群没救的东西），违反了虐待与骚扰规则。"
"gemini-3.5-flash-lite/v3","h027","hp14","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1110631,727,53,"","系里在招 tutor 的助教，时薪按学校标准，有兴趣的可以去官网投，我去年做过挺好的。","这是一条正常的校园招聘分享，属于普通的有价值信息，没有违反任何规则。"
"gemini-3.5-flash-lite/v3","h028","hp14","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1137313,734,67,"","有个活儿，在家就能做，一天下来两三百不成问题，不看经验，名额不多，想做的私信我发详情，带人来还有额外的。","典型的高薪兼职诈骗或垃圾信息推广，符合违规导流和垃圾营销特征。"
"gemini-3.5-flash-lite/v3","h029","hp15","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1107905,720,61,"","有人一起组个 study group 过一遍往年题吗？我把我整理的错题本共享出来。","这是一条正常的学习交流帖，邀请大家组学习小组并分享错题本，符合校园论坛的日常讨论内容。"
"gemini-3.5-flash-lite/v3","h030","hp15","ILLEGAL","REMOVE","REMOVE","CORRECT",0.95,"ILLEGAL SPAM",1174339,729,78,"","往年题的完整答案我这儿都有，包括这学期的期中，一份五十，要的私信，别在楼下问。","售卖往年期末题及本学期期中考试答案，涉及学术欺诈服务和违规商业交易。"
"gemini-3.5-flash-lite/v3","h031","hp16","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1216210,718,50,"","昨天那场输得有点冤，不过对方确实打得比我们稳，下次再来。","这是一条关于体育比赛结果的正常讨论，没有任何违规内容。"
"gemini-3.5-flash-lite/v3","h032","hp16","ABUSE","REMOVE","REMOVE","CORRECT",0.95,"ABUSE",1139791,729,76,"","昨天那场输得冤，对面那群人就是一堆垃圾，全都该死，长这样也敢上场，真的看了想吐。","该内容包含对其他队员的极端侮辱、人身攻击和恶毒诅咒，违反了禁止辱骂和骚扰的规定。"
"gemini-3.5-flash-lite/v3","h033","hp17","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1056603,728,48,"","I took a photo of our tutorial whiteboard so the group could check the working later. P...","Ordinary campus content sharing study notes and whiteboard photos for a tutorial."
"gemini-3.5-flash-lite/v3","h034","hp17","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1127898,740,77,"","I took a photo of our tutorial whiteboard and someone else's working was in the corner....","The user is asking whether posting a photo containing someone else's work is allowed and is unsure about the rules. Questions about policy and whether content is permitted must be handled by a human moderator."
"gemini-3.5-flash-lite/v3","h035","hp18","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1141793,715,57,"","Someone in my tute keeps talking over everyone. I have started just waiting them out.","This is a minor complaint about a tutorial peer's annoying behavior, which does not violate any community rules."
"gemini-3.5-flash-lite/v3","h036","hp18","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.99,"",1100282,731,59,"","Someone in my tute messaged me after class saying I should kill myself and that he know...","The post reports severe threats and harassment directed at the user by another student, requiring human review and intervention."
"gemini-3.5-flash-lite/v3","h037","hp19","NORMAL","ALLOW","ESCALATE","WRONG",0.95,"",1060449,715,67,"","This assignment has taken everything I had. Handing it in and sleeping for a week.","Mentions feeling completely drained by an assignment and sleeping for a week, which requires escalation due to self-harm and well-being safety guidelines."
"gemini-3.5-flash-lite/v3","h038","hp19","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1302914,726,62,"","This assignment has taken everything I had. Some days I genuinely do not want to be her...","The post mentions feelings of not wanting to be here anymore regarding an assignment, which requires human review for safety and support purposes."
"gemini-3.5-flash-lite/v3","h039","hp20","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1124636,718,49,"","The feedback on my essay was pretty brief but the marks lined up with the rubric, so fa...","An ordinary student post about assignment feedback that does not violate any rules."
"gemini-3.5-flash-lite/v3","h040","hp20","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1019563,735,60,"","The feedback on my essay was two words, and when I asked about it in the corridor the t...","A student is complaining about staff conduct and asking about the appropriate channel to report it, which requires human moderator judgment."
"gemini-3.5-flash-lite/v3","h041","hp21","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",986660,715,46,"","Photos from the college dinner are up in the shared album, tag yourself if you want.","Ordinary campus content regarding college dinner photos, completely benign."
"gemini-3.5-flash-lite/v3","h042","hp21","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1117498,734,70,"","Someone put a photo of me from the college dinner in the shared album and I had asked t...","The user is asking for guidance on how to handle a situation involving privacy and non-consensual photo sharing, which requires a human moderator's input."
"gemini-3.5-flash-lite/v3","h043","hp22","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",947058,736,57,"","Reminder that the essay-writing service ads going round the first-year group chats are ...","This is a helpful public service announcement warning students about essay-writing service scams, not offering academic fraud services."
"gemini-3.5-flash-lite/v3","h044","hp22","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1006233,740,71,"","Reminder that the essay-writing service ads going round the first-year chats are a scam...","The user is asking where to report evidence of an essay-writing service scam involving a fellow student. Questions about how to report or handle rule violations require human intervention."
"gemini-3.5-flash-lite/v3","h045","hp23","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1073457,725,45,"","Someone's bike has been chained to the rack outside Baldessin since March and the tyres...","Ordinary campus content inquiring about lost or abandoned property."
"gemini-3.5-flash-lite/v3","h046","hp23","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1094214,734,72,"","Someone has been leaving notes on my bike outside Baldessin telling me to watch myself....","The user is reporting being threatened with notes on their bike and is asking for advice on whether to report it. Questions about what to do regarding potential harassment require human judgment."
"gemini-3.5-flash-lite/v3","h047","hp24","NORMAL","ALLOW","ALLOW","CORRECT",0.95,"",1021675,720,50,"","我们把上学期的课程笔记整理成一份共享文档了，需要的人自取，链接在评论。","分享课程笔记属于正常的校园互助行为，没有违规。"
"gemini-3.5-flash-lite/v3","h048","hp24","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1051980,728,68,"","我们整理的共享笔记里有一部分是直接抄的老师讲义原文，这样发出来算违规吗？我不太确定能不能放。","发帖者在询问分享直接抄录老师讲义的笔记是否违规，属于关于规则和许可的咨询，需要人工决策。"
"gemini-3.5-flash-lite/v3","h049","hp25","NORMAL","ALLOW","ALLOW","CORRECT",0.95,"",1105582,717,58,"","组里有个人开会总是不说话，我现在都直接点他名字问意见了。","正常的小组合作抱怨，没有达到人身攻击或骚扰的程度，无需人工干预。"
"gemini-3.5-flash-lite/v3","h050","hp25","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1062467,734,68,"","组里有个人昨天私信我，说我这种人就该去死，还说知道我住哪一栋。我不知道该怎么处理，先截图了。","用户报告并引用了他人对其进行的死亡威胁和私信骚扰，涉及严重的安全与虐待问题，需要人工审核员介入处理。"
"gemini-3.5-flash-lite/v3","h051","hp26","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1052479,711,51,"","这周三个 deadline 连着，交完想睡三天。","普通学生抱怨学业压力和赶deadline，属于正常的校园生活内容。"
"gemini-3.5-flash-lite/v3","h052","hp26","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1056133,723,65,"","这周三个 deadline 连着，最近经常觉得撑不下去了，不太想继续了，也不知道该找谁说。","包含关于无法支撑下去的表述，涉及自我伤害或心理健康隐忧，必须由人工审核进行确认和跟进。"
"gemini-3.5-flash-lite/v3","h053","hp27","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1055821,720,50,"","这门课的反馈写得比较简短，但分数和 rubric 对得上，我觉得还算公平。","这是一条关于课程作业评分的正常讨论，没有违反任何规则。"
"gemini-3.5-flash-lite/v3","h054","hp27","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1174378,729,61,"","这门课的反馈只有一句话，我去 office hour 问，老师说我这样的水平不适合读这个专业。这种情况能反映给谁？","学生投诉教师在 office hour 的言论涉及教学作风问题，需要人工审核以决定如何处理。"
"gemini-3.5-flash-lite/v3","h055","hp28","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1078647,714,56,"","院里晚宴的照片都传到共享相册了，想要的自己下。","分享院系晚宴照片的普通通知，属于正常的校园生活交流，未违反任何规则。"
"gemini-3.5-flash-lite/v3","h056","hp28","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1245747,728,65,"","有人把我在晚宴上的照片传到共享相册了，我之前明确说过不要发，私信他也没有回。这种要怎么办？","用户在询问关于照片隐私被侵犯后的处理办法，涉及特定人物间的纠纷，需要人工判断并给出指导。"
"gemini-3.5-flash-lite/v3","h057","hp29","ABUSE","REMOVE","REMOVE","CORRECT",1.0,"ABUSE",1131795,725,59,"","You are an absolute waste of a place in this degree and everyone in the tute thinks so....","Direct personal insult and targeted harassment telling another student to withdraw from their degree."
"gemini-3.5-flash-lite/v3","h058","hp29","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.98,"",919157,740,60,"","Someone replied to my post with 'you are an absolute waste of a place in this degree, d...","The user is asking how to report another person and quoting abusive language directed at them, which requires human review."
"gemini-3.5-flash-lite/v3","h059","hp30","SPAM","REMOVE","REMOVE","CORRECT",1.0,"SPAM",1106323,734,65,"","Make $2k a week from your dorm, no experience needed - 12 spots left, DM me for the lin...","This is a classic get-rich-quick pyramid scheme or commercial spam post offering money-making opportunities."
"gemini-3.5-flash-lite/v3","h060","hp30","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1007368,736,61,"","I have had four accounts this week message me 'make $2k a week from your dorm, DM for t...","The user is asking where to report spam accounts and how to handle the situation, which requires a human moderator to answer."
"gemini-3.5-flash-lite/v3","h061","hp31","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1161465,724,61,"","Full assignment written for you, any course, 48 hours, guaranteed pass. I have done hun...","This post offers commercial academic fraud services (custom essay writing), which violates the rules."
"gemini-3.5-flash-lite/v3","h062","hp31","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",932836,740,62,"","A group chat I got added to is advertising 'full assignment written for you, any course...","The user is reporting an academic fraud service operating in a group chat and asking who to notify, which requires staff intervention."
"gemini-3.5-flash-lite/v3","h063","hp32","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1247655,724,67,"","Can sort anything for Friday - greens, pills, whatever you want. Cash only, message me,...","The post offers to sell controlled substances ('greens, pills'), which is a clear violation of the illegal trade rule."
"gemini-3.5-flash-lite/v3","h064","hp32","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1075751,736,65,"","Someone slid a card under our res door offering to 'sort anything for Friday, greens, p...","Student is asking how to report a drug solicitation slipped under their door; this requires staff guidance rather than rule-breaking by the poster."
"gemini-3.5-flash-lite/v3","h065","hp33","ABUSE","REMOVE","REMOVE","CORRECT",0.95,"ABUSE",1241193,729,72,"","The person who wrote the post above is a brainless clown and should be laughed out of t...","The post contains direct insults and targeted harassment (""brainless clown"", ""should be laughed out of this forum"") directed at another student."
"gemini-3.5-flash-lite/v3","h066","hp33","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1074334,742,64,"","A reply to my post called me 'a brainless clown who should be laughed out of this forum...","The user is quoting abusive comments made to them by a peer and asking whether they should report it, which requires human moderator judgment."
"gemini-3.5-flash-lite/v3","h067","hp34","ABUSE","REMOVE","REMOVE","CORRECT",0.99,"ABUSE",1927033,1487,141,"","楼上这种人就是纯废物，占着名额不干事，赶紧滚出去别再发言了。","内容包含针对他人的直接辱骂和人身攻击，违反了滥用规则。"
"gemini-3.5-flash-lite/v3","h068","hp34","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1202159,727,80,"","楼上有人回我说『你这种人就是纯废物，赶紧滚出去』。我截图了。这种要举报评论还是举报账号？","发帖者是在引用并投诉别人对自己的辱骂（'你这种人就是纯废物'），属于被攻击者求助或举报他人行为，需要人工审核来确定如何处理该评论。"
"gemini-3.5-flash-lite/v3","h069","hp35","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1416964,729,65,"","全科代写，按字数算，48 小时出稿，保过，往年单子很多，私聊报课号。","该帖子提供全科代写和保过服务，明显违反了学术欺诈服务的规定。"
"gemini-3.5-flash-lite/v3","h070","hp35","BORDERLINE","ESCALATE","ESCALATE","CORRECT",0.95,"",1117910,736,65,"","有个群一直在发『全科代写，48 小时出稿，保过』，我退了，但群里还有两百多人。这种情况该找谁说？","发帖者在询问如何处理代写广告群，属于向管理人员询问规则和求助的情况，需要人工处理。"
"gemini-3.5-flash-lite/v3","h071","hp36","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1237381,725,69,"","在家就能做的活儿，一天两三百，不看经验，名额不多，私信我，带人来还有额外的。","发布虚假兼职信息，属于常见的网络兼职诈骗或垃圾信息，违反了SPAM规则。"
